ID;Corpus;TextGenre_OrdMerge3;TextGenre_OrdMerge2;TextGenre_OrdMerge;TextGenre_Ordinal;TextGenre;Subj_Length;Animacy;Accessibility;TypeOfAnaphor;Constructions;Corpus_ID;Sentence
s_63;SpokenCorpora;3;4;4;6;MonologicSp.;2;Umano;Old;Old_ident;sembra che;KIParla;TOD1015| santo // e' l' unico luogo della bibbia in cui  sembra  che insomma sta trinita' c' e' // solo che erasmo 
s_64;SpokenCorpora;1;2;2;4;NonFreeConv.;0;Non Animato;Mediated;Mediated_general;mi sembra che;LIP;* una proposta pubblica d eh avanzare idee e progetti su cui discutere collettivamente e su cui poi demandare appunto a eh appunto a Melandri Balducci Senesi eccetera una decisione finale perche' ci sembra che a questo punto non sia piu' un problema solo no dell' intervento immediato rispetto alla tragica
s_65;SpokenCorpora;3;4;4;6;MonologicSp.;1;Non Animato;Mediated;Mediated_sit;sembrare+infinitive;KIParla;TOD1015| edizione del vangelo elimina quella parte che  sembrava  ammettere il pensiero trinitario // non vi dico 
s_66;SpokenCorpora;1;2;2;4;NonFreeConv.;1;Non Animato;Old;Old_rel;sembrare+infinitive;KIParla;PTB023| di carta fra le dita // e uno di quei sorrisi che  sembrano  dire // perche' ti meravigli tanto ugo // non hai 
s_67;SpokenCorpora;1;2;2;4;NonFreeConv.;0;Umano;Old;Old_event;mi sembra che;KIParla;PTD010| // dubito che // no non credo // eh no non mi  sembra  che siamo su quella strada // e dubito che // la 
s_68;SpokenCorpora;3;4;4;6;MonologicSp.;2;Animato;New;New;mi sembra che;LIP; # un sindacato un sindacato chiaramente che propone immediatamente di chiarificare certi rapporti che ormai si sono stabiliti sono diventati addirittura strutturali tra questi sindacati una classe politica allo sbando per cui allo sbando sono anche i sindacati # in questo momento c' e' bisogno di formare dei sindacati che si accostino a noi che portino avanti con noi quel discorso affinche' non siamo circondati da tutte queste linee maligne linee di forza che cercano di dare $ $ $ di non farci parlare # di insultarci # guardate il sindacato parte questa settimana e' il sindacato autonomista lombardo ma e' il sindacato autonomista e' una e' una parte del sindacato autonomista che interessa immediatamente tutte le regioni del nord rapidamente # e voi vedete eh tanto per iniziare poi mi sembra che anche nel meridione si stia muovendo non ho visto se c' e' qualcuno da Roma ecco bravo * mi sembra che si stia muovendo mi sembra che si stiano muovendo delle forze che non era la Lega Meridionale inventata dalla Democrazia Cristiana lo sapete * un giorno un giorno la storia dira' un giorno la storia dira' perche' un giorno saremo noi il potere un giorno noi entreremo noi entreremo e vedrete e vedrete cosa scopriremo ve lo dico adesso
s_69;SpokenCorpora;1;2;2;3;Radio/TVSp.;26;Umano;Mediated;Mediated_set;sembra che;LIP;staro' strettamente nel nello spirito d del del della domanda pero' volevo solo accennare a questo eh in Italia mi pare che siamo per novecento novantotto per cento cattolici cristiani no * # eh nelle nelle indagini fatte dalla Doxa sembrerebbe che in un certo momento in questa maledetta guerra ci sia stato il sessantotto per cento forse anche piu' di italiani in quest' inchiesta ovviamente eh propensi alla guerra che eh eh sostenevano che la guerra era giusta che andava fatta e che purtroppo c' era anche lo sterminio eh ecco non so eh come mai questo popolo cristiano a livello quasi di di di di dei suoi due terzi eh eh ha voluto la guerra insomma ha partecipato alla guerra e questo poi mi fa mi fa anche sperare male del fatto che poi questi qua anche se cristiani poi tirano fuori * # la famosa grana per eh per per far qualcosa insomma mi mi pare che ci sia una contraddizione di fondo se noi ci diciamo cristiani quando c' e' da fare l' ora di religione nelle scuole novantotto per cento eh $ magari eh poi si fanno le indagini e risulta che il sessanta per cento di questi popolo cristiano vuole la guerra e' inconciliabile # ne e' una cosa un po' strana per me io non sono sono un non credente quindi non ho questo problema
s_70;SpokenCorpora;1;2;2;3;Radio/TVSp.;0;Non Animato;Old;Old_rel;mi sembra che;LIP;la saluto no perche' c' e' la signora Barbara che invece chiama da Padova che invece mi sembra che proprio sia la telefonata piu' giusta per usare come corollario alla sua signora Barbara *
s_71;SpokenCorpora;1;2;2;3;Radio/TVSp.;2;Animato;Old;Old_ident;mi sembra che;LIP;* legava tra i giocatori e la societa' oggi a me sembra che questa societa' non abbia collegamenti
s_72;SpokenCorpora;1;2;2;3;Radio/TVSp.;4;Non Animato;Mediated;Mediated_event;sembra che;LIP;ah purtroppo questa e' stata una una brutta storia perche' evidentemente quando gli azionisti litigano fra di loro alla fine poi l' azienda ne risente anche il management non sa a chi far riferimento e ora con le ultime vicende sembrerebbe che eh un po' di chiarezza ci sia $
s_73;SpokenCorpora;1;2;2;4;NonFreeConv.;5;Non Animato;Old;Mediated_poss;mi sembra che;KIParla;PTD017| tutto quanto // si' si' // pero' ah // mi  sembra  che appunto ci sia stata poi un superamento 
s_74;SpokenCorpora;1;2;2;3;Radio/TVSp.;16;Non Animato;New;New;sembra che;LIP; quantomeno una parte di questi azionisti in lotta eh e' riuscita a prevalere sull' altra non ne sarei pero' sicurissimo perche' abbiamo visto che questa storia Mondadori ha avuto tanti e tali capovolgimenti di fronte che non si puo' piu' essere certi di nulla comunque a questo punto mi sembra che la diciamo la cordata l' alleanza tra la fininvest di Berlusconi e la famiglia di Mondadori e la famiglia Formenton sia in questo momento sulla carta vincente
s_75;SpokenCorpora;1;1;1;2;FreeConv.;0;Non Animato;Old;Old_ident;mi sembra che;LIP;mi sembra che sia una felce cioe' mi sembrerebbe una piccola felce
s_76;SpokenCorpora;1;2;2;4;NonFreeConv.;2;Non Animato;Mediated;Mediated_sit;sembra che;KIParla;TOD2009| tanto lo smog // e' strainquinato // che  sembra  sempre ci sia la nebbia // quello e' bruttissimo 
s_77;SpokenCorpora;1;1;1;2;FreeConv.;0;Non Animato;Old;Old_ident;mi sembra che;LIP;no da sei mesi da sei a ventiquattro mesi mi sembra che sia
s_78;SpokenCorpora;1;2;2;4;NonFreeConv.;0;Umano;Old;Old_ident;mi sembra che;LIP;no da sei mesi da sei a ventiquattro mesi mi sembra che sia
s_79;SpokenCorpora;1;1;1;2;FreeConv.;2;Umano;Old;Old_ident;sembrare+infinitive;LIP;questi sono i dischetti arrivati ecco bisognerebbe telefonare a Emilio che sta o a Coroglio o da Elena xyz per dire che * che gli altri sembrano fare $ la cosa non va pronto * # e sono Federico ciao Rosanna # si' # si' no hai ragione scusa io adesso sto in riunione casomai ti richiamo tra un po' ah va be' # # si' e si' va bene d' accordo ciao
s_80;SpokenCorpora;1;1;1;2;FreeConv.;;;;;mi sembra che;LIP;* esatto allora ci sono state un paio di persone che hanno protestato e hanno chiesto chiarimenti e eh loro hanno detto ma no e' una traccia molto generale e' perfettamente fattibile io non la trovo molto generale dico la verita' a me sembra che soprattutto su quest' argomento dato che e' una questione molto controversa bisogna essere molto tecnici e molto $ io chiaramente ho scritto quel che sapevo insomma ma l' ho $ l' ho impiantato veramente insomma diciamo cosi' piu' da linguista insomma quel poco che sapevo insomma quindi comportamentismo eh insomma polemica di Chomsky contro $ eccetera ma sono cose insomma che eh nei manuali nei negli negli articoli che ho letto erano sempre molto # a latere insomma quindi non # sapendo benissimo
s_81;SpokenCorpora;1;1;1;2;FreeConv.;1;Animato;Old;Old_rel;mi sembra che;KIParla;TOA3011| // ma la una mia amica ha un cagnolino // che mi  sembra  sia meta' pinscher meta' qualcos' altro cioe' 
s_82;SpokenCorpora;1;1;1;2;FreeConv.;1;Umano;Old;Old_ident;sembra che;LIP;il contenuto e' audiologico perche' si parla di bambini non puo' essere considerato un contenuto di fonetica generale perche' c' e' questo oggetto molto specifico bambini ipoacustici allora # dato che esiste una sezione audiologica nella quale sono state immesse una sezione di cose che pure hanno interesse fonetico perche' e' chiaro che anche quello di Franco puo' avere interesse fonetico sembra che Franco # viene messo sotto tutela viene sottratto ai suoi uditori naturali per non so quale motivo insomma e infatti non capisco neanche
s_83;SpokenCorpora;1;2;2;4;NonFreeConv.;0;Umano;Old;Old_general;mi sembra che;KIParla;TOA3008| stai dicendo cose // pero' come l' ha detto a me mi  sembrava  che che okay non avevo fatto figure di merda 
s_84;SpokenCorpora;1;2;2;4;NonFreeConv.;0;Umano;Old;Old_ident;sembra che;KIParla;TOA3008| verdi in realta' piu' che piu' che e' andata bene  sembrava  che // lo diceva con tipo piu' hai capito che // 
s_85;SpokenCorpora;1;1;1;2;FreeConv.;0;Umano;Old;Old_general;mi sembra che;KIParla;BOA3013| // cioe' non mi s allora mh // questo arrigo mi  sembra  che siamo in rapporti // cioe' che non ci sia 
s_86;SpokenCorpora;1;1;1;2;FreeConv.;;;;;mi sembra che;KIParla;BOA3013| // si' mh // piu' // un interesse // si' mi  sembrava  che // potesse prima o poi // cioe' capitare che 
s_87;SpokenCorpora;1;1;1;1;TelephoneConv.;2;Non Animato;Mediated;Mediated_sit;mi sembra che;LIP;ma vedi che mi sembra che siano tre scarichi a te
s_88;SpokenCorpora;1;1;1;1;TelephoneConv.;1;Umano;Old;Old_ident;mi sembra che;LIP;* eh dissi ma quella mi sembra eh che sta al gruppo della signora pero' non ero sicura perche'
s_89;SpokenCorpora;1;2;2;4;NonFreeConv.;2;Non Animato;Old;Old_ident;mi sembra che;LIP; # e allora si e' detto siccome noi dobbiamo discutere di questa robetta qui # dateci del tempo perche' questo tempo in questo tempo # noi * uno che si ridefinisca i quadro istituzionale le riforme alle metropolitane e al parcheggio due quindi che vediamo pure come si puo' fare qualcosa * no stiamo insieme no dopo ti spiego anche la dispersione diversificazione in questo vediamo un poco se e' possibile provare un impiccio per fare e qui l' assessore eh eh al comune di Napoli ha lanciato la proposta # secondo me molto correttamente noi l' avevamo un poco # $ precedentemente questa cosa l' ha buttata sul tavolo e mi sembra che la cosa sia passata cioe' e' passata # la questione che dice questa proposta # dice vediamo un poco se e' possibile che ci sia un impegno # non ufficiale ma ufficioso da parte del governo di far passare alcuni provvedimenti tampone dalla $ $ $ $ perche' anche Santonastaso ieri ha detto che il ministero dei trasporti ha emanato sottobanco una disposizione di restrizione nei confronti del settore quindi c' e' una politica governativa di non far passare piu' come prima le delibere che prima come voi ben sapete camminavano # a pie' veloce # allora noi francamente abbiamo chiesto ieri a Santonastaso che per la Campania si bloccasse questa questione # e 'sta cosa non si puo' mettere in termini ufficiali non si puo' mettere ora la CISL e' intervenuta su questa partita e ha fatto tutta una discussione sul problema delle anticipazioni di fare il ragionamento di prendere ve lo dico in soldoni tutti i soldi # che bisogna dare rapportati ad anno e scaricarli mese per mese $ $ $ 'a CGIL su questa partita ha risposto diverso # e ha detto che questo discorso proprio deve andare bene per tamponare non avrebbe certo posto la discussione fine a una situazione di indebitamento pari a trecentocinquanta miliardi perche' qui e da un mese prima o un mese dopo noi a un punto di arrivo di ristrutturazione non arriviamo e quindi quali erano gli impegni rispetto a questo * perche' se ci facciamo i conti e voi vedo che siete piu' bravi di me sapete benissimo che se facciamo un' operazione di anticipazione noi a luglio abbiamo finito tutti i soldi
s_90;SpokenCorpora;1;2;2;4;NonFreeConv.;0;Umano;Old;Old_generic;sembra che;KIParla;TOD2007| lo so partir da sola // okay // si' // e' un po' //  sembra  tipo che non hai nessuno a cui chiedere o mh // 
s_91;SpokenCorpora;3;4;4;6;MonologicSp.;1;Non Animato;Old;Old_event;mi sembra che;LIP;allora abbiamo curato la colonna sonora del cartone animato ma vi sembra che sia solo questo *
s_92;SpokenCorpora;3;4;4;6;MonologicSp.;18;Non Animato;New;New;mi sembra che;LIP;noi abbiamo voluto affrontare l' argomento # in linea generale nel contesto sociale perche' riteniamo che nonostante questa citta' ne abbia sempre un gran tragico bisogno # quello che gli enti pubblici il comune la provincia e la regione per non parlare dello stato # riescono # poi a effettivamente a portare avanti e' sempre troppo poco rispetto alle reali esigenze # soprattutto perche' molte volte gli interventi da parte del $ degli enti pubblici senza dimenticare quello che potrebbe svolgere la Unita' Sanitaria Locale un intervento nei vari settori nei quali $ $ anche la provincia i vari interventi ripeto sembrano troppo spesso scollegati fra loro # e alla fine ovviamente con le poche risorse che esistono dal punto di vista finanziario nel momento in cui non vedono $ n# quella specie di cultura della di voler approfittare per forza di cose di tutto quello che consente il comune di Napoli # * mi sembra che quel tipo di controllo che doveva essere effettuato nei confronti delle famiglie # dichiarate fino all' anno scorso indigenti avrebbe potuto essere effettuato da parte dei carabinieri della finanza e del delle autorita' di polizia dello stato le quali si rifiutano di fare questo tipo di controllo e questo e' gravare nei confronti di vigili urbani # noi sappiamo tutti quanti i vigili urbani nella citta' di Napoli gia' sono pochi tant' e' vero che non riescono a governare quello che e' il normale traffico cittadino ci domandiamo come possano andare ad operare un ulteriore tipo di controllo per quanto riguarda appunto la reale situazione di $ pero' noi vogliamo fare riferimento a quella risorsa che abbiamo prima chiamato di carattere umano che il comune di Napoli pure ha # e' vero sono pochi i vigili urbani ma ci sono migliaia di dipendenti comunali i quali selezionando tra loro $ occupazione che molto spesso $ le varie stanze senza rendersi utili a quelle che sono le problematiche della citta' e noi riteniamo che questo tipo di controllo possa essere affidato se non da un punto di vista materiale da un punto di vista sicuramente organizzativo a una parte di dipendenti # una volta che si e' arrivati si sara' arrivati ad una definizione precisa del numero degli indigenti bisogna capire quanti soldi l' amministrazione comunale # avra' la sensibilita' di eh destinare a questo tipo di decisione perche' lo ripeto allo stato del bilancio del comune di Napoli non c' e' una lira per questo tipo di intervento # e allora bisognera' verificare oggettivamente se la politica sociale dell' amministrazione esiste e' una realta' # se ci sara' la disponibilita' da parte di tutte le altre direzioni di tagliare quelle che sono le voci di spesa per consentire il recupero delle necessarie provviste finanziarie per affrontare il problema che ripeto appare non particolarmente importante a coloro i quali non hanno bisogno $ $ ma invece viceversa e' drammatico per coloro i quali alla poverta' attuale si aggiunge la beffa di non poter usufruire di una esenzione che fino all' anno scorso esisteva e con un tratto di penna e' stata cancellata da parte della direzione # perche' ritengo che sia molto piu' giusto # e molto piu' produttivo in questo momento utilizzare fondi in questo senso piuttosto che # predarli anche in $ pubblici che sono portati avanti da parte della direzione assistenza perche' la direzione assistenza e' vero che ha pochi soldi rispetto a quelli che dovrebbero essere facendo anche il confronto con quelle che sono le disponibilita' finanziarie di altri comuni italiani hanno in percentuale sul bilancio annuale del comune il comune di Napoli ha una percentuale del bilancio complessivo delle risorse finanziarie complessive annue molto inferiore rispetto a tutti gli altri comuni pero' la sensazione e' che questi pochi soldi che hanno alla fine li spendono anche male # e facciamo immediatamente un riferimento a questo di di disponibilita' che viene spesa male tra di noi vi sono i rappresentanti di una decina di nuclei familiari che provengono dal vicolo dodicesimo * non lo ricordo settimo o dodicesimo *
